Orthogroup	Coffea_canephora	Cuscuta_australis	Cuscuta_campestris	Ipomoea_aquatica	Ipomoea_batatas	Ipomoea_nil	Ipomoea_trifida	Ipomoea_triloba	Solanum_lycopersicum	Vitis_vinifera
OG0038500	Cc05_g05240									
OG0038501	Cc05_g05340									
OG0038502	Cc05_g05610									
OG0038503	Cc05_g05750									
OG0038504	Cc05_g06300									
OG0038505	Cc05_g06340									
OG0038506	Cc05_g06350									
OG0038507	Cc05_g06680									
OG0038508	Cc05_g06920									
OG0038509	Cc05_g07010									
OG0038510	Cc05_g07030									
OG0038511	Cc05_g07050									
OG0038512	Cc05_g07330									
OG0038513	Cc05_g07350									
OG0038514	Cc05_g07560									
OG0038515	Cc05_g07640									
OG0038516	Cc05_g07680									
OG0038517	Cc05_g07740									
OG0038518	Cc05_g07880									
OG0038519	Cc05_g08010									
OG0038520	Cc05_g08030									
OG0038521	Cc05_g08260									
OG0038522	Cc05_g08320									
OG0038523	Cc05_g08410									
OG0038524	Cc05_g08510									
OG0038525	Cc05_g08620									
OG0038526	Cc05_g08690									
OG0038527	Cc05_g08720									
OG0038528	Cc05_g08900									
OG0038529	Cc05_g08920									
OG0038530	Cc05_g09020									
OG0038531	Cc05_g09030									
OG0038532	Cc05_g09080									
OG0038533	Cc05_g09370									
OG0038534	Cc05_g09380									
OG0038535	Cc05_g09410									
OG0038536	Cc05_g09610									
OG0038537	Cc05_g09620									
OG0038538	Cc05_g09840									
OG0038539	Cc05_g09990									
OG0038540	Cc05_g10000									
OG0038541	Cc05_g10010									
OG0038542	Cc05_g10070									
OG0038543	Cc05_g10270									
OG0038544	Cc05_g10280									
OG0038545	Cc05_g10370									
OG0038546	Cc05_g10490									
OG0038547	Cc05_g10800									
OG0038548	Cc05_g10810									
OG0038549	Cc05_g10870									
OG0038550	Cc05_g11250									
OG0038551	Cc05_g11340									
OG0038552	Cc05_g11590									
OG0038553	Cc05_g11810									
OG0038554	Cc05_g11880									
OG0038555	Cc05_g11930									
OG0038556	Cc05_g12100									
OG0038557	Cc05_g12430									
OG0038558	Cc05_g12480									
OG0038559	Cc05_g12590									
OG0038560	Cc05_g12770									
OG0038561	Cc05_g12800									
OG0038562	Cc05_g12840									
OG0038563	Cc05_g12880									
OG0038564	Cc05_g13610									
OG0038565	Cc05_g13630									
OG0038566	Cc05_g13660									
OG0038567	Cc05_g13820									
OG0038568	Cc05_g13910									
OG0038569	Cc05_g13920									
OG0038570	Cc05_g14270									
OG0038571	Cc05_g14550									
OG0038572	Cc05_g14650									
OG0038573	Cc05_g14710									
OG0038574	Cc05_g14770									
OG0038575	Cc05_g15090									
OG0038576	Cc05_g15230									
OG0038577	Cc05_g15280									
OG0038578	Cc05_g15380									
OG0038579	Cc05_g15520									
OG0038580	Cc05_g15880									
OG0038581	Cc05_g15910									
OG0038582	Cc05_g16120									
OG0038583	Cc05_g16210									
OG0038584	Cc05_g16340									
OG0038585	Cc05_g16360									
OG0038586	Cc05_g16420									
OG0038587	Cc05_g16600									
OG0038588	Cc05_g16610									
OG0038589	Cc06_g00020									
OG0038590	Cc06_g00080									
OG0038591	Cc06_g00090									
OG0038592	Cc06_g00100									
OG0038593	Cc06_g00260									
OG0038594	Cc06_g00330									
OG0038595	Cc06_g00340									
OG0038596	Cc06_g00430									
OG0038597	Cc06_g00500									
OG0038598	Cc06_g00630									
OG0038599	Cc06_g00700									
OG0038600	Cc06_g00780									
OG0038601	Cc06_g00960									
OG0038602	Cc06_g01010									
OG0038603	Cc06_g01390									
OG0038604	Cc06_g01500									
OG0038605	Cc06_g01850									
OG0038606	Cc06_g02230									
OG0038607	Cc06_g02240									
OG0038608	Cc06_g02610									
OG0038609	Cc06_g02780									
OG0038610	Cc06_g02930									
OG0038611	Cc06_g03640									
OG0038612	Cc06_g03830									
OG0038613	Cc06_g03890									
OG0038614	Cc06_g03970									
OG0038615	Cc06_g03990									
OG0038616	Cc06_g04050									
OG0038617	Cc06_g04160									
OG0038618	Cc06_g04270									
OG0038619	Cc06_g04510									
OG0038620	Cc06_g04590									
OG0038621	Cc06_g04670									
OG0038622	Cc06_g04880									
OG0038623	Cc06_g05170									
OG0038624	Cc06_g05370									
OG0038625	Cc06_g05560									
OG0038626	Cc06_g05760									
OG0038627	Cc06_g05850									
OG0038628	Cc06_g05920									
OG0038629	Cc06_g05930									
OG0038630	Cc06_g06040									
OG0038631	Cc06_g06100									
OG0038632	Cc06_g06440									
OG0038633	Cc06_g06580									
OG0038634	Cc06_g06590									
OG0038635	Cc06_g06800									
OG0038636	Cc06_g07160									
OG0038637	Cc06_g07450									
OG0038638	Cc06_g07480									
OG0038639	Cc06_g07550									
OG0038640	Cc06_g07700									
OG0038641	Cc06_g07730									
OG0038642	Cc06_g07750									
OG0038643	Cc06_g07800									
OG0038644	Cc06_g07810									
OG0038645	Cc06_g07970									
OG0038646	Cc06_g08100									
OG0038647	Cc06_g08220									
OG0038648	Cc06_g08390									
OG0038649	Cc06_g08620									
OG0038650	Cc06_g08670									
OG0038651	Cc06_g08700									
OG0038652	Cc06_g09410									
OG0038653	Cc06_g09420									
OG0038654	Cc06_g09460									
OG0038655	Cc06_g09500									
OG0038656	Cc06_g09560									
OG0038657	Cc06_g09570									
OG0038658	Cc06_g09600									
OG0038659	Cc06_g10120									
OG0038660	Cc06_g10180									
OG0038661	Cc06_g10230									
OG0038662	Cc06_g10240									
OG0038663	Cc06_g10250									
OG0038664	Cc06_g10380									
OG0038665	Cc06_g10790									
OG0038666	Cc06_g10800									
OG0038667	Cc06_g10860									
OG0038668	Cc06_g10970									
OG0038669	Cc06_g11220									
OG0038670	Cc06_g11260									
OG0038671	Cc06_g11660									
OG0038672	Cc06_g11760									
OG0038673	Cc06_g11770									
OG0038674	Cc06_g11930									
OG0038675	Cc06_g12160									
OG0038676	Cc06_g12260									
OG0038677	Cc06_g12280									
OG0038678	Cc06_g12380									
OG0038679	Cc06_g12440									
OG0038680	Cc06_g12830									
OG0038681	Cc06_g12850									
OG0038682	Cc06_g13010									
OG0038683	Cc06_g13460									
OG0038684	Cc06_g13620									
OG0038685	Cc06_g13650									
OG0038686	Cc06_g13910									
OG0038687	Cc06_g14150									
OG0038688	Cc06_g14160									
OG0038689	Cc06_g14350									
OG0038690	Cc06_g14370									
OG0038691	Cc06_g14530									
OG0038692	Cc06_g14610									
OG0038693	Cc06_g14720									
OG0038694	Cc06_g14740									
OG0038695	Cc06_g14770									
OG0038696	Cc06_g14780									
OG0038697	Cc06_g14790									
OG0038698	Cc06_g14980									
OG0038699	Cc06_g15220									
OG0038700	Cc06_g15240									
OG0038701	Cc06_g15270									
OG0038702	Cc06_g15290									
OG0038703	Cc06_g15780									
OG0038704	Cc06_g15830									
OG0038705	Cc06_g15840									
OG0038706	Cc06_g15940									
OG0038707	Cc06_g16090									
OG0038708	Cc06_g16480									
OG0038709	Cc06_g16520									
OG0038710	Cc06_g16530									
OG0038711	Cc06_g16840									
OG0038712	Cc06_g16870									
OG0038713	Cc06_g16940									
OG0038714	Cc06_g16980									
OG0038715	Cc06_g17250									
OG0038716	Cc06_g17280									
OG0038717	Cc06_g17300									
OG0038718	Cc06_g17420									
OG0038719	Cc06_g17920									
OG0038720	Cc06_g17950									
OG0038721	Cc06_g17970									
OG0038722	Cc06_g17990									
OG0038723	Cc06_g18020									
OG0038724	Cc06_g18050									
OG0038725	Cc06_g18340									
OG0038726	Cc06_g18380									
OG0038727	Cc06_g18720									
OG0038728	Cc06_g18880									
OG0038729	Cc06_g19000									
OG0038730	Cc06_g19120									
OG0038731	Cc06_g19300									
OG0038732	Cc06_g19330									
OG0038733	Cc06_g19380									
OG0038734	Cc06_g19410									
OG0038735	Cc06_g19730									
OG0038736	Cc06_g19760									
OG0038737	Cc06_g19910									
OG0038738	Cc06_g19990									
OG0038739	Cc06_g20080									
OG0038740	Cc06_g20090									
OG0038741	Cc06_g20100									
OG0038742	Cc06_g20130									
OG0038743	Cc06_g20360									
OG0038744	Cc06_g20420									
OG0038745	Cc06_g20530									
OG0038746	Cc06_g20560									
OG0038747	Cc06_g20640									
OG0038748	Cc06_g20700									
OG0038749	Cc06_g20710									
OG0038750	Cc06_g20780									
OG0038751	Cc06_g20880									
OG0038752	Cc06_g20900									
OG0038753	Cc06_g20910									
OG0038754	Cc06_g20960									
OG0038755	Cc06_g21090									
OG0038756	Cc06_g21180									
OG0038757	Cc06_g21260									
OG0038758	Cc06_g21480									
OG0038759	Cc06_g21540									
OG0038760	Cc06_g21970									
OG0038761	Cc06_g22180									
OG0038762	Cc06_g22220									
OG0038763	Cc06_g22230									
OG0038764	Cc06_g22270									
OG0038765	Cc06_g22320									
OG0038766	Cc06_g22340									
OG0038767	Cc06_g22660									
OG0038768	Cc06_g23050									
OG0038769	Cc06_g23100									
OG0038770	Cc06_g23110									
OG0038771	Cc06_g23120									
OG0038772	Cc06_g23130									
OG0038773	Cc06_g23390									
OG0038774	Cc06_g23640									
OG0038775	Cc06_g23680									
OG0038776	Cc06_g23690									
OG0038777	Cc06_g23710									
OG0038778	Cc06_g23840									
OG0038779	Cc06_g23870									
OG0038780	Cc07_g00170									
OG0038781	Cc07_g00180									
OG0038782	Cc07_g00290									
OG0038783	Cc07_g00450									
OG0038784	Cc07_g00810									
OG0038785	Cc07_g00940									
OG0038786	Cc07_g00970									
OG0038787	Cc07_g01160									
OG0038788	Cc07_g01180									
OG0038789	Cc07_g01320									
OG0038790	Cc07_g01530									
OG0038791	Cc07_g01690									
OG0038792	Cc07_g01850									
OG0038793	Cc07_g02050									
OG0038794	Cc07_g02160									
OG0038795	Cc07_g02400									
OG0038796	Cc07_g02420									
OG0038797	Cc07_g02550									
OG0038798	Cc07_g02640									
OG0038799	Cc07_g02710									
OG0038800	Cc07_g02880									
OG0038801	Cc07_g02910									
OG0038802	Cc07_g03500									
OG0038803	Cc07_g03510									
OG0038804	Cc07_g03700									
OG0038805	Cc07_g03850									
OG0038806	Cc07_g03870									
OG0038807	Cc07_g03900									
OG0038808	Cc07_g04280									
OG0038809	Cc07_g04410									
OG0038810	Cc07_g04480									
OG0038811	Cc07_g04690									
OG0038812	Cc07_g04720									
OG0038813	Cc07_g04820									
OG0038814	Cc07_g05090									
OG0038815	Cc07_g05100									
OG0038816	Cc07_g05250									
OG0038817	Cc07_g05260									
OG0038818	Cc07_g05270									
OG0038819	Cc07_g05310									
OG0038820	Cc07_g05410									
OG0038821	Cc07_g05520									
OG0038822	Cc07_g05610									
OG0038823	Cc07_g05760									
OG0038824	Cc07_g05970									
OG0038825	Cc07_g06300									
OG0038826	Cc07_g06360									
OG0038827	Cc07_g06670									
OG0038828	Cc07_g06780									
OG0038829	Cc07_g06910									
OG0038830	Cc07_g07340									
OG0038831	Cc07_g07450									
OG0038832	Cc07_g07460									
OG0038833	Cc07_g07580									
OG0038834	Cc07_g07630									
OG0038835	Cc07_g07660									
OG0038836	Cc07_g07750									
OG0038837	Cc07_g07920									
OG0038838	Cc07_g08060									
OG0038839	Cc07_g08160									
OG0038840	Cc07_g08320									
OG0038841	Cc07_g08470									
OG0038842	Cc07_g08500									
OG0038843	Cc07_g08650									
OG0038844	Cc07_g08890									
OG0038845	Cc07_g09020									
OG0038846	Cc07_g09350									
OG0038847	Cc07_g09480									
OG0038848	Cc07_g09550									
OG0038849	Cc07_g09560									
OG0038850	Cc07_g09990									
OG0038851	Cc07_g10010									
OG0038852	Cc07_g10280									
OG0038853	Cc07_g10700									
OG0038854	Cc07_g10760									
OG0038855	Cc07_g10800									
OG0038856	Cc07_g10810									
OG0038857	Cc07_g11540									
OG0038858	Cc07_g11790									
OG0038859	Cc07_g11840									
OG0038860	Cc07_g11970									
OG0038861	Cc07_g12060									
OG0038862	Cc07_g12090									
OG0038863	Cc07_g12100									
OG0038864	Cc07_g12130									
OG0038865	Cc07_g12160									
OG0038866	Cc07_g12440									
OG0038867	Cc07_g12490									
OG0038868	Cc07_g12540									
OG0038869	Cc07_g12640									
OG0038870	Cc07_g13010									
OG0038871	Cc07_g13090									
OG0038872	Cc07_g13150									
OG0038873	Cc07_g13200									
OG0038874	Cc07_g13400									
OG0038875	Cc07_g13480									
OG0038876	Cc07_g13680									
OG0038877	Cc07_g13700									
OG0038878	Cc07_g13770									
OG0038879	Cc07_g13800									
OG0038880	Cc07_g13840									
OG0038881	Cc07_g13950									
OG0038882	Cc07_g13960									
OG0038883	Cc07_g14220									
OG0038884	Cc07_g14290									
OG0038885	Cc07_g14310									
OG0038886	Cc07_g14410									
OG0038887	Cc07_g14620									
OG0038888	Cc07_g14800									
OG0038889	Cc07_g15180									
OG0038890	Cc07_g15320									
OG0038891	Cc07_g15570									
OG0038892	Cc07_g15620									
OG0038893	Cc07_g15770									
OG0038894	Cc07_g15830									
OG0038895	Cc07_g15880									
OG0038896	Cc07_g15970									
OG0038897	Cc07_g16280									
OG0038898	Cc07_g16380									
OG0038899	Cc07_g16690									
OG0038900	Cc07_g16790									
OG0038901	Cc07_g16850									
OG0038902	Cc07_g16930									
OG0038903	Cc07_g17230									
OG0038904	Cc07_g17240									
OG0038905	Cc07_g17300									
OG0038906	Cc07_g17770									
OG0038907	Cc07_g17880									
OG0038908	Cc07_g18020									
OG0038909	Cc07_g18200									
OG0038910	Cc07_g18250									
OG0038911	Cc07_g18310									
OG0038912	Cc07_g18330									
OG0038913	Cc07_g18430									
OG0038914	Cc07_g18650									
OG0038915	Cc07_g18660									
OG0038916	Cc07_g18780									
OG0038917	Cc07_g18880									
OG0038918	Cc07_g18970									
OG0038919	Cc07_g19110									
OG0038920	Cc07_g19150									
OG0038921	Cc07_g19310									
OG0038922	Cc07_g19330									
OG0038923	Cc07_g19770									
OG0038924	Cc07_g19790									
OG0038925	Cc07_g19860									
OG0038926	Cc07_g19950									
OG0038927	Cc07_g20000									
OG0038928	Cc07_g20050									
OG0038929	Cc07_g20070									
OG0038930	Cc07_g20090									
OG0038931	Cc07_g20290									
OG0038932	Cc07_g20350									
OG0038933	Cc07_g20490									
OG0038934	Cc07_g20550									
OG0038935	Cc07_g20560									
OG0038936	Cc07_g20680									
OG0038937	Cc07_g20750									
OG0038938	Cc07_g20820									
OG0038939	Cc07_g20850									
OG0038940	Cc07_g20880									
OG0038941	Cc07_g20940									
OG0038942	Cc07_g21040									
OG0038943	Cc07_g21050									
OG0038944	Cc07_g21170									
OG0038945	Cc07_g21180									
OG0038946	Cc07_g21340									
OG0038947	Cc07_g21420									
OG0038948	Cc08_g00020									
OG0038949	Cc08_g00310									
OG0038950	Cc08_g00370									
OG0038951	Cc08_g00680									
OG0038952	Cc08_g00850									
OG0038953	Cc08_g00880									
OG0038954	Cc08_g01030									
OG0038955	Cc08_g01280									
OG0038956	Cc08_g01710									
OG0038957	Cc08_g02090									
OG0038958	Cc08_g02220									
OG0038959	Cc08_g02260									
OG0038960	Cc08_g02500									
OG0038961	Cc08_g02590									
OG0038962	Cc08_g02850									
OG0038963	Cc08_g02860									
OG0038964	Cc08_g02890									
OG0038965	Cc08_g03130									
OG0038966	Cc08_g03340									
OG0038967	Cc08_g03480									
OG0038968	Cc08_g03600									
OG0038969	Cc08_g03620									
OG0038970	Cc08_g03680									
OG0038971	Cc08_g04180									
OG0038972	Cc08_g04380									
OG0038973	Cc08_g04430									
OG0038974	Cc08_g04440									
OG0038975	Cc08_g04590									
OG0038976	Cc08_g04640									
OG0038977	Cc08_g04680									
OG0038978	Cc08_g04720									
OG0038979	Cc08_g04730									
OG0038980	Cc08_g04750									
OG0038981	Cc08_g04840									
OG0038982	Cc08_g04910									
OG0038983	Cc08_g05020									
OG0038984	Cc08_g05040									
OG0038985	Cc08_g05420									
OG0038986	Cc08_g05470									
OG0038987	Cc08_g05550									
OG0038988	Cc08_g05670									
OG0038989	Cc08_g05700									
OG0038990	Cc08_g05770									
OG0038991	Cc08_g05910									
OG0038992	Cc08_g05940									
OG0038993	Cc08_g06010									
OG0038994	Cc08_g06260									
OG0038995	Cc08_g06290									
OG0038996	Cc08_g06330									
OG0038997	Cc08_g06380									
OG0038998	Cc08_g06490									
OG0038999	Cc08_g06580									
OG0039000	Cc08_g06770									
OG0039001	Cc08_g06830									
OG0039002	Cc08_g06860									
OG0039003	Cc08_g06870									
OG0039004	Cc08_g06930									
OG0039005	Cc08_g07040									
OG0039006	Cc08_g07130									
OG0039007	Cc08_g07180									
OG0039008	Cc08_g07290									
OG0039009	Cc08_g07510									
OG0039010	Cc08_g07590									
OG0039011	Cc08_g07690									
OG0039012	Cc08_g07810									
OG0039013	Cc08_g07880									
OG0039014	Cc08_g07890									
OG0039015	Cc08_g08190									
OG0039016	Cc08_g08210									
OG0039017	Cc08_g08630									
OG0039018	Cc08_g08930									
OG0039019	Cc08_g09050									
OG0039020	Cc08_g09060									
OG0039021	Cc08_g09150									
OG0039022	Cc08_g09160									
OG0039023	Cc08_g09180									
OG0039024	Cc08_g09330									
OG0039025	Cc08_g09480									
OG0039026	Cc08_g09600									
OG0039027	Cc08_g09620									
OG0039028	Cc08_g09680									
OG0039029	Cc08_g09730									
OG0039030	Cc08_g10040									
OG0039031	Cc08_g10080									
OG0039032	Cc08_g10130									
OG0039033	Cc08_g10230									
OG0039034	Cc08_g10290									
OG0039035	Cc08_g10300									
OG0039036	Cc08_g10630									
OG0039037	Cc08_g11040									
OG0039038	Cc08_g11080									
OG0039039	Cc08_g11100									
OG0039040	Cc08_g11140									
OG0039041	Cc08_g11150									
OG0039042	Cc08_g11270									
OG0039043	Cc08_g11540									
OG0039044	Cc08_g11960									
OG0039045	Cc08_g12150									
OG0039046	Cc08_g12170									
OG0039047	Cc08_g12540									
OG0039048	Cc08_g12590									
OG0039049	Cc08_g12740									
OG0039050	Cc08_g12860									
OG0039051	Cc08_g12910									
OG0039052	Cc08_g13350									
OG0039053	Cc08_g13410									
OG0039054	Cc08_g13710									
OG0039055	Cc08_g13800									
OG0039056	Cc08_g13840									
OG0039057	Cc08_g13900									
OG0039058	Cc08_g14030									
OG0039059	Cc08_g14180									
OG0039060	Cc08_g14200									
OG0039061	Cc08_g14290									
OG0039062	Cc08_g14310									
OG0039063	Cc08_g14710									
OG0039064	Cc08_g14720									
OG0039065	Cc08_g14870									
OG0039066	Cc08_g15320									
OG0039067	Cc08_g15480									
OG0039068	Cc08_g15870									
OG0039069	Cc08_g15890									
OG0039070	Cc08_g16050									
OG0039071	Cc08_g16270									
OG0039072	Cc08_g16430									
OG0039073	Cc08_g16480									
OG0039074	Cc08_g16490									
OG0039075	Cc08_g16540									
OG0039076	Cc08_g17000									
OG0039077	Cc08_g17050									
OG0039078	Cc08_g17100									
OG0039079	Cc08_g17110									
OG0039080	Cc08_g17130									
OG0039081	Cc08_g17140									
OG0039082	Cc09_g00060									
OG0039083	Cc09_g00170									
OG0039084	Cc09_g00380									
OG0039085	Cc09_g00460									
